2022-10-21 00:51:32, Epoch: [0 / 90], step: [0 / 3326], loss_dice: 0.9555645, loss_ce: 1.0986254, loss: 2.05419, lr: 0.0003
2022-10-21 00:51:36, Epoch: [0 / 90], step: [50 / 3326], loss_dice: 0.8967684, loss_ce: 0.5564144, loss: 1.4531828, lr: 0.00032333334
2022-10-21 00:51:39, Epoch: [0 / 90], step: [100 / 3326], loss_dice: 0.9503394, loss_ce: 0.53168, loss: 1.4820194, lr: 0.00034666667
2022-10-21 00:51:43, Epoch: [0 / 90], step: [150 / 3326], loss_dice: 0.9559637, loss_ce: 0.4996251, loss: 1.4555888, lr: 0.00037
2022-10-21 00:51:47, Epoch: [0 / 90], step: [200 / 3326], loss_dice: 0.86057514, loss_ce: 0.43167287, loss: 1.292248, lr: 0.00039333332
2022-10-21 00:51:51, Epoch: [0 / 90], step: [250 / 3326], loss_dice: 0.95801413, loss_ce: 0.46369487, loss: 1.4217091, lr: 0.00041666668
2022-10-21 00:51:54, Epoch: [0 / 90], step: [300 / 3326], loss_dice: 0.9785006, loss_ce: 0.332153, loss: 1.3106536, lr: 0.00044
2022-10-21 00:51:58, Epoch: [0 / 90], step: [350 / 3326], loss_dice: 0.95531267, loss_ce: 0.43637094, loss: 1.3916836, lr: 0.00046333333
2022-10-21 00:52:02, Epoch: [0 / 90], step: [400 / 3326], loss_dice: 1.0, loss_ce: 0.20681268, loss: 1.2068126, lr: 0.00048666666
2022-10-21 00:52:06, Epoch: [0 / 90], step: [450 / 3326], loss_dice: 0.847445, loss_ce: 0.4388439, loss: 1.286289, lr: 0.00051
2022-10-21 00:52:09, Epoch: [0 / 90], step: [500 / 3326], loss_dice: 0.8459248, loss_ce: 0.45360565, loss: 1.2995305, lr: 0.00053333334
2022-10-21 00:52:13, Epoch: [0 / 90], step: [550 / 3326], loss_dice: 1.0, loss_ce: 0.178559, loss: 1.1785591, lr: 0.0005566667
2022-10-21 00:52:17, Epoch: [0 / 90], step: [600 / 3326], loss_dice: 0.9748112, loss_ce: 0.34639728, loss: 1.3212085, lr: 0.00058
2022-10-21 00:52:21, Epoch: [0 / 90], step: [650 / 3326], loss_dice: 0.922227, loss_ce: 0.26795888, loss: 1.1901859, lr: 0.00060333335
2022-10-21 00:52:25, Epoch: [0 / 90], step: [700 / 3326], loss_dice: 0.9148142, loss_ce: 0.28403848, loss: 1.1988527, lr: 0.00062666665
2022-10-21 00:52:29, Epoch: [0 / 90], step: [750 / 3326], loss_dice: 0.73437333, loss_ce: 0.33401465, loss: 1.068388, lr: 0.00065
2022-10-21 00:52:33, Epoch: [0 / 90], step: [800 / 3326], loss_dice: 0.9696051, loss_ce: 0.3430487, loss: 1.3126538, lr: 0.00067333336
2022-10-21 00:52:37, Epoch: [0 / 90], step: [850 / 3326], loss_dice: 0.933727, loss_ce: 0.36613482, loss: 1.2998619, lr: 0.00069666666
2022-10-21 00:52:40, Epoch: [0 / 90], step: [900 / 3326], loss_dice: 0.6213523, loss_ce: 0.2932805, loss: 0.9146328, lr: 0.00072
2022-10-21 00:52:44, Epoch: [0 / 90], step: [950 / 3326], loss_dice: 0.94025177, loss_ce: 0.30670393, loss: 1.2469556, lr: 0.0007433333
2022-10-21 00:52:48, Epoch: [0 / 90], step: [1000 / 3326], loss_dice: 0.95645064, loss_ce: 0.37599784, loss: 1.3324485, lr: 0.00076666666
2022-10-21 00:52:52, Epoch: [0 / 90], step: [1050 / 3326], loss_dice: 0.63490653, loss_ce: 0.12695214, loss: 0.7618587, lr: 0.00079
2022-10-21 00:52:56, Epoch: [0 / 90], step: [1100 / 3326], loss_dice: 0.9541237, loss_ce: 0.2651041, loss: 1.2192278, lr: 0.0008133333
2022-10-21 00:53:00, Epoch: [0 / 90], step: [1150 / 3326], loss_dice: 0.6917412, loss_ce: 0.26092544, loss: 0.95266664, lr: 0.0008366667
2022-10-21 00:53:04, Epoch: [0 / 90], step: [1200 / 3326], loss_dice: 0.9112529, loss_ce: 0.39270592, loss: 1.3039589, lr: 0.00086
2022-10-21 00:53:08, Epoch: [0 / 90], step: [1250 / 3326], loss_dice: 1.0, loss_ce: 0.17890559, loss: 1.1789056, lr: 0.0008833333
2022-10-21 00:53:12, Epoch: [0 / 90], step: [1300 / 3326], loss_dice: 0.92677844, loss_ce: 0.1941396, loss: 1.120918, lr: 0.0009066667
