2022-11-02 00:41:29, Epoch: [0 / 90], step: [0 / 3326], loss_dice: 0.97972846, loss_ce: 1.5116527, loss: 2.4913812, lr: 0.0003
2022-11-02 00:41:36, Epoch: [0 / 90], step: [50 / 3326], loss_dice: 0.9402055, loss_ce: 0.3417961, loss: 1.2820016, lr: 0.00032333334
2022-11-02 00:41:43, Epoch: [0 / 90], step: [100 / 3326], loss_dice: 0.83464503, loss_ce: 0.37102902, loss: 1.205674, lr: 0.00034666667
2022-11-02 00:41:51, Epoch: [0 / 90], step: [150 / 3326], loss_dice: 0.6055781, loss_ce: 0.39025152, loss: 0.99582964, lr: 0.00037
2022-11-02 00:41:58, Epoch: [0 / 90], step: [200 / 3326], loss_dice: 0.9388728, loss_ce: 0.40578198, loss: 1.3446548, lr: 0.00039333332
2022-11-02 00:42:06, Epoch: [0 / 90], step: [250 / 3326], loss_dice: 0.906437, loss_ce: 0.17271255, loss: 1.0791495, lr: 0.00041666668
2022-11-02 00:42:13, Epoch: [0 / 90], step: [300 / 3326], loss_dice: 0.8433928, loss_ce: 0.31974453, loss: 1.1631373, lr: 0.00044
2022-11-02 00:42:20, Epoch: [0 / 90], step: [350 / 3326], loss_dice: 0.6211125, loss_ce: 0.2928846, loss: 0.9139971, lr: 0.00046333333
2022-11-02 00:42:28, Epoch: [0 / 90], step: [400 / 3326], loss_dice: 0.9749336, loss_ce: 0.18623494, loss: 1.1611686, lr: 0.00048666666
2022-11-02 00:42:35, Epoch: [0 / 90], step: [450 / 3326], loss_dice: 0.9925776, loss_ce: 0.24003455, loss: 1.2326121, lr: 0.00051
2022-11-02 00:42:43, Epoch: [0 / 90], step: [500 / 3326], loss_dice: 0.69223297, loss_ce: 0.27472097, loss: 0.96695393, lr: 0.00053333334
2022-11-02 00:42:50, Epoch: [0 / 90], step: [550 / 3326], loss_dice: 0.585104, loss_ce: 0.35553986, loss: 0.94064385, lr: 0.0005566667
2022-11-02 00:42:57, Epoch: [0 / 90], step: [600 / 3326], loss_dice: 0.91195095, loss_ce: 0.2909997, loss: 1.2029507, lr: 0.00058
2022-11-02 00:43:05, Epoch: [0 / 90], step: [650 / 3326], loss_dice: 0.29448605, loss_ce: 0.21039791, loss: 0.50488394, lr: 0.00060333335
2022-11-02 00:43:12, Epoch: [0 / 90], step: [700 / 3326], loss_dice: 0.9499214, loss_ce: 0.17216769, loss: 1.1220891, lr: 0.00062666665
2022-11-02 00:43:20, Epoch: [0 / 90], step: [750 / 3326], loss_dice: 0.4678703, loss_ce: 0.31685102, loss: 0.7847213, lr: 0.00065
2022-11-02 00:43:27, Epoch: [0 / 90], step: [800 / 3326], loss_dice: 0.9999192, loss_ce: 0.17936826, loss: 1.1792874, lr: 0.00067333336
2022-11-02 00:43:34, Epoch: [0 / 90], step: [850 / 3326], loss_dice: 0.8004086, loss_ce: 0.3411816, loss: 1.1415902, lr: 0.00069666666
2022-11-02 00:43:42, Epoch: [0 / 90], step: [900 / 3326], loss_dice: 1.0, loss_ce: 0.10830035, loss: 1.1083003, lr: 0.00072
2022-11-02 00:43:49, Epoch: [0 / 90], step: [950 / 3326], loss_dice: 0.96261513, loss_ce: 0.15386544, loss: 1.1164806, lr: 0.0007433333
2022-11-02 00:43:56, Epoch: [0 / 90], step: [1000 / 3326], loss_dice: 1.0, loss_ce: 0.12987539, loss: 1.1298754, lr: 0.00076666666
2022-11-02 00:44:04, Epoch: [0 / 90], step: [1050 / 3326], loss_dice: 0.7598723, loss_ce: 0.12314254, loss: 0.88301486, lr: 0.00079
2022-11-02 00:44:11, Epoch: [0 / 90], step: [1100 / 3326], loss_dice: 0.76216626, loss_ce: 0.16543368, loss: 0.9275999, lr: 0.0008133333
2022-11-02 00:44:18, Epoch: [0 / 90], step: [1150 / 3326], loss_dice: 1.0, loss_ce: 0.16213676, loss: 1.1621368, lr: 0.0008366667
2022-11-02 00:44:26, Epoch: [0 / 90], step: [1200 / 3326], loss_dice: 0.91387284, loss_ce: 0.2335153, loss: 1.1473881, lr: 0.00086
2022-11-02 00:44:33, Epoch: [0 / 90], step: [1250 / 3326], loss_dice: 1.0, loss_ce: 0.09005, loss: 1.09005, lr: 0.0008833333
2022-11-02 00:44:40, Epoch: [0 / 90], step: [1300 / 3326], loss_dice: 0.971582, loss_ce: 0.18688698, loss: 1.158469, lr: 0.0009066667
2022-11-02 00:44:48, Epoch: [0 / 90], step: [1350 / 3326], loss_dice: 1.0, loss_ce: 0.12773491, loss: 1.1277349, lr: 0.00093
2022-11-02 00:44:55, Epoch: [0 / 90], step: [1400 / 3326], loss_dice: 0.9790013, loss_ce: 0.0833229, loss: 1.0623242, lr: 0.00095333334
2022-11-02 00:45:02, Epoch: [0 / 90], step: [1450 / 3326], loss_dice: 0.55178225, loss_ce: 0.295752, loss: 0.84753424, lr: 0.0009766667
2022-11-02 00:45:10, Epoch: [0 / 90], step: [1500 / 3326], loss_dice: 0.17638034, loss_ce: 0.121443614, loss: 0.29782397, lr: 0.001
2022-11-02 00:45:17, Epoch: [0 / 90], step: [1550 / 3326], loss_dice: 0.7549797, loss_ce: 0.109998316, loss: 0.8649781, lr: 0.0009999999
2022-11-02 00:45:24, Epoch: [0 / 90], step: [1600 / 3326], loss_dice: 0.9097216, loss_ce: 0.14456315, loss: 1.0542848, lr: 0.0009999997
2022-11-02 00:45:31, Epoch: [0 / 90], step: [1650 / 3326], loss_dice: 0.071454644, loss_ce: 0.10383793, loss: 0.17529258, lr: 0.0009999993
2022-11-02 00:45:39, Epoch: [0 / 90], step: [1700 / 3326], loss_dice: 0.19419563, loss_ce: 0.16156791, loss: 0.35576355, lr: 0.0009999989
2022-11-02 00:45:46, Epoch: [0 / 90], step: [1750 / 3326], loss_dice: 0.67415226, loss_ce: 0.07960191, loss: 0.75375414, lr: 0.0009999983
2022-11-02 00:45:53, Epoch: [0 / 90], step: [1800 / 3326], loss_dice: 0.22097564, loss_ce: 0.11400218, loss: 0.3349778, lr: 0.0009999975
2022-11-02 00:46:01, Epoch: [0 / 90], step: [1850 / 3326], loss_dice: 0.5940261, loss_ce: 0.15986598, loss: 0.75389206, lr: 0.0009999967
2022-11-02 00:46:08, Epoch: [0 / 90], step: [1900 / 3326], loss_dice: 0.9663474, loss_ce: 0.18900153, loss: 1.1553489, lr: 0.0009999956
2022-11-02 00:46:15, Epoch: [0 / 90], step: [1950 / 3326], loss_dice: 0.74927455, loss_ce: 0.13378413, loss: 0.88305867, lr: 0.0009999945
2022-11-02 00:46:22, Epoch: [0 / 90], step: [2000 / 3326], loss_dice: 0.8427093, loss_ce: 0.29371506, loss: 1.1364243, lr: 0.0009999931
2022-11-02 00:46:30, Epoch: [0 / 90], step: [2050 / 3326], loss_dice: 0.23332363, loss_ce: 0.17463976, loss: 0.4079634, lr: 0.0009999917
2022-11-02 00:46:37, Epoch: [0 / 90], step: [2100 / 3326], loss_dice: 0.99620736, loss_ce: 0.21219581, loss: 1.2084031, lr: 0.00099999
2022-11-02 00:46:44, Epoch: [0 / 90], step: [2150 / 3326], loss_dice: 0.7416054, loss_ce: 0.18046975, loss: 0.92207515, lr: 0.0009999884
2022-11-02 00:46:51, Epoch: [0 / 90], step: [2200 / 3326], loss_dice: 0.4913116, loss_ce: 0.38452566, loss: 0.87583727, lr: 0.0009999865
2022-11-02 00:46:59, Epoch: [0 / 90], step: [2250 / 3326], loss_dice: 0.5769334, loss_ce: 0.0963932, loss: 0.6733266, lr: 0.0009999846
2022-11-02 00:47:06, Epoch: [0 / 90], step: [2300 / 3326], loss_dice: 0.33683217, loss_ce: 0.14901698, loss: 0.48584914, lr: 0.0009999824
2022-11-02 00:47:13, Epoch: [0 / 90], step: [2350 / 3326], loss_dice: 0.075224996, loss_ce: 0.14136481, loss: 0.21658981, lr: 0.0009999801
2022-11-02 00:47:20, Epoch: [0 / 90], step: [2400 / 3326], loss_dice: 1.0, loss_ce: 0.06034718, loss: 1.0603472, lr: 0.0009999777
2022-11-02 00:47:28, Epoch: [0 / 90], step: [2450 / 3326], loss_dice: 0.6611078, loss_ce: 0.19808099, loss: 0.8591888, lr: 0.0009999751
2022-11-02 00:47:35, Epoch: [0 / 90], step: [2500 / 3326], loss_dice: 0.56491756, loss_ce: 0.13992912, loss: 0.7048467, lr: 0.0009999725
2022-11-02 00:47:42, Epoch: [0 / 90], step: [2550 / 3326], loss_dice: 0.30559367, loss_ce: 0.18389568, loss: 0.48948935, lr: 0.0009999697
2022-11-02 00:47:50, Epoch: [0 / 90], step: [2600 / 3326], loss_dice: 0.14267045, loss_ce: 0.084297106, loss: 0.22696756, lr: 0.0009999666
2022-11-02 00:47:57, Epoch: [0 / 90], step: [2650 / 3326], loss_dice: 0.14097661, loss_ce: 0.08984262, loss: 0.23081923, lr: 0.0009999636
2022-11-02 00:48:04, Epoch: [0 / 90], step: [2700 / 3326], loss_dice: 0.54473954, loss_ce: 0.12721564, loss: 0.67195517, lr: 0.0009999603
2022-11-02 00:48:11, Epoch: [0 / 90], step: [2750 / 3326], loss_dice: 0.38130307, loss_ce: 0.15874702, loss: 0.5400501, lr: 0.000999957
2022-11-02 00:48:18, Epoch: [0 / 90], step: [2800 / 3326], loss_dice: 0.9999187, loss_ce: 0.103126764, loss: 1.1030455, lr: 0.0009999535
2022-11-02 00:48:26, Epoch: [0 / 90], step: [2850 / 3326], loss_dice: 1.0, loss_ce: 0.20322083, loss: 1.2032208, lr: 0.0009999499
2022-11-02 00:48:33, Epoch: [0 / 90], step: [2900 / 3326], loss_dice: 0.7396661, loss_ce: 0.20811237, loss: 0.94777846, lr: 0.000999946
2022-11-02 00:48:40, Epoch: [0 / 90], step: [2950 / 3326], loss_dice: 0.9710065, loss_ce: 0.09535003, loss: 1.0663565, lr: 0.0009999421
2022-11-02 00:48:48, Epoch: [0 / 90], step: [3000 / 3326], loss_dice: 0.29755396, loss_ce: 0.2524168, loss: 0.54997075, lr: 0.000999938
2022-11-02 00:48:55, Epoch: [0 / 90], step: [3050 / 3326], loss_dice: 0.13260621, loss_ce: 0.08149858, loss: 0.21410479, lr: 0.0009999338
2022-11-02 00:49:02, Epoch: [0 / 90], step: [3100 / 3326], loss_dice: 0.2674206, loss_ce: 0.2775668, loss: 0.5449874, lr: 0.0009999295
2022-11-02 00:49:09, Epoch: [0 / 90], step: [3150 / 3326], loss_dice: 1.0, loss_ce: 0.062845886, loss: 1.062846, lr: 0.0009999251
